id,filepath_gambar,jenis,warna_dominan_1,warna_dominan_2,warna_dominan_3,warna_dominan_4,warna_dominan_5,warna_index,teori_warna,warna_kombinasi,rd,gd,bd,rk,gk,bk,hueDiff,satDiff,valDiff,deltaE,contrast,label_kecocokan,probabilitas,rekomendasi_warna
9607,dataset_0/bitmap/bitmap(171).jpeg,bitmap,#e4d153,#f2f5f1,,,,411,complementary_soft,#99A6FF,228,209,83,153,166,255,0.49940275,0.235964912,0.105882353,112.0425182,1.46373763,1.0,0.9040460161544205,#99A6FF
9608,dataset_0/bitmap/bitmap(171).jpeg,bitmap,#e4d153,#f2f5f1,,,,411,complementary_sharp,#4459E4,228,209,83,68,89,228,0.49996408,0.065789474,0.0,148.4276184,3.568851306,1.0,0.9999995685229085,#4459E4
9609,dataset_0/bitmap/bitmap(171).jpeg,bitmap,#e4d153,#f2f5f1,,,,411,triadic1_soft,#99FFF1,228,209,83,153,255,241,0.332296597,0.235964912,0.105882353,70.90756745,1.323743601,1.0,0.8659932846967356,
9610,dataset_0/bitmap/bitmap(171).jpeg,bitmap,#e4d153,#f2f5f1,,,,411,triadic1_sharp,#44E4CF,228,209,83,68,228,207,0.333297414,0.065789474,0.0,74.69867071,1.022631875,0.0,4.712698604733225e-05,
9611,dataset_0/bitmap/bitmap(171).jpeg,bitmap,#e4d153,#f2f5f1,,,,411,triadic2_soft,#F199FF,228,209,83,241,153,255,0.33437007,0.235964912,0.105882353,115.4304257,1.260993657,0.0,0.004139776812216613,
9612,dataset_0/bitmap/bitmap(171).jpeg,bitmap,#e4d153,#f2f5f1,,,,411,triadic2_sharp,#CF44E4,228,209,83,207,68,228,0.333369253,0.065789474,0.0,145.8758916,2.418458332,1.0,0.9999995085839027,#CF44E4
9613,dataset_0/bitmap/bitmap(171).jpeg,bitmap,#e4d153,#f2f5f1,,,,411,complementary_soft,#FDFAFF,242,245,241,253,250,255,0.475,0.003281313,0.039215686,5.616352685,1.062187205,0.0,6.507689471873876e-07,
9614,dataset_0/bitmap/bitmap(171).jpeg,bitmap,#e4d153,#f2f5f1,,,,411,complementary_sharp,#CA49F5,242,245,241,202,73,245,0.5,0.685714286,0.0,107.2077604,3.304012632,1.0,0.9999997917179794,#CA49F5
9615,dataset_0/bitmap/bitmap(171).jpeg,bitmap,#e4d153,#f2f5f1,,,,411,triadic1_soft,#FAFBFF,242,245,241,250,251,255,0.341666667,0.003281313,0.039215686,4.813086104,1.062862291,0.0,5.99494843581272e-07,
9616,dataset_0/bitmap/bitmap(171).jpeg,bitmap,#e4d153,#f2f5f1,,,,411,triadic1_sharp,#4974F5,242,245,241,73,116,245,0.333333333,0.685714286,0.0,88.1196143,3.746415746,1.0,0.999999658869279,#4974F5
9617,dataset_0/bitmap/bitmap(171).jpeg,bitmap,#e4d153,#f2f5f1,,,,411,triadic2_soft,#FFFAFB,242,245,241,255,250,251,0.325,0.003281313,0.039215686,4.539660408,1.063468313,0.0,7.809419042074806e-07,
9618,dataset_0/bitmap/bitmap(171).jpeg,bitmap,#e4d153,#f2f5f1,,,,411,triadic2_sharp,#F54974,242,245,241,245,73,116,0.333333333,0.685714286,0.0,80.44443252,3.138554002,1.0,0.9999997462195278,#F54974
9619,dataset_0/bitmap/bitmap(172).jpeg,bitmap,#c8c4c3,#14110f,#58524e,,,412,complementary_soft,#E8EDEE,200,196,195,232,237,238,0.494444444,0.000210084,0.149019608,14.36782464,1.464549961,0.0,1.4673505624088857e-05,
9620,dataset_0/bitmap/bitmap(172).jpeg,bitmap,#c8c4c3,#14110f,#58524e,,,412,complementary_sharp,#3CABC8,200,196,195,60,171,200,0.498809524,0.675,0.0,36.74711262,1.546219785,0.0,0.006237803770209297,#3CABC8
9621,dataset_0/bitmap/bitmap(172).jpeg,bitmap,#c8c4c3,#14110f,#58524e,,,412,triadic1_soft,#E8EEE9,200,196,195,232,238,233,0.327777778,0.000210084,0.149019608,14.69055935,1.469341503,0.0,6.152367306488588e-06,
9622,dataset_0/bitmap/bitmap(172).jpeg,bitmap,#c8c4c3,#14110f,#58524e,,,412,triadic1_sharp,#3CC858,200,196,195,60,200,88,0.333333333,0.675,0.0,75.76996289,1.265260533,0.0,3.179694027301029e-05,#3CC858
9623,dataset_0/bitmap/bitmap(172).jpeg,bitmap,#c8c4c3,#14110f,#58524e,,,412,triadic2_soft,#E9E8EE,200,196,195,233,232,238,0.338888889,0.000210084,0.149019608,13.33135936,1.42027741,0.0,1.4205817524441053e-05,
9624,dataset_0/bitmap/bitmap(172).jpeg,bitmap,#c8c4c3,#14110f,#58524e,,,412,triadic2_sharp,#583CC8,200,196,195,88,60,200,0.333333333,0.675,0.0,94.35482505,4.192941326,1.0,0.9999980861837611,#583CC8
9625,dataset_0/bitmap/bitmap(172).jpeg,bitmap,#c8c4c3,#14110f,#58524e,,,412,complementary_soft,#2B343A,20,17,15,43,52,58,0.5,0.00862069,0.149019608,17.37730506,1.481894729,0.0,1.7547672945479062e-07,
9626,dataset_0/bitmap/bitmap(172).jpeg,bitmap,#c8c4c3,#14110f,#58524e,,,412,complementary_sharp,#3580B2,20,17,15,53,128,178,0.5,0.452247191,0.619607843,57.93140781,4.371257219,1.0,0.9994724257658439,#3580B2
9627,dataset_0/bitmap/bitmap(172).jpeg,bitmap,#c8c4c3,#14110f,#58524e,,,412,triadic1_soft,#2B3A31,20,17,15,43,58,49,0.333333333,0.00862069,0.149019608,19.97682006,1.568997565,0.0,1.1263600387929997e-07,
9628,dataset_0/bitmap/bitmap(172).jpeg,bitmap,#c8c4c3,#14110f,#58524e,,,412,triadic1_sharp,#35B267,20,17,15,53,178,103,0.333333333,0.452247191,0.619607843,83.32884638,6.908343238,1.0,0.9999863150653614,#35B267
9629,dataset_0/bitmap/bitmap(172).jpeg,bitmap,#c8c4c3,#14110f,#58524e,,,412,triadic2_soft,#312B3A,20,17,15,49,43,58,0.333333333,0.00862069,0.149019608,17.68807329,1.37644326,0.0,1.096831123687485e-07,
9630,dataset_0/bitmap/bitmap(172).jpeg,bitmap,#c8c4c3,#14110f,#58524e,,,412,triadic2_sharp,#6735B2,20,17,15,103,53,178,0.333333333,0.452247191,0.619607843,82.15367782,2.443383842,1.0,0.9940525198907257,#6735B2
9631,dataset_0/bitmap/bitmap(172).jpeg,bitmap,#c8c4c3,#14110f,#58524e,,,412,complementary_soft,#6F787E,88,82,78,111,120,126,0.5,0.005411255,0.149019608,16.864397,1.707167881,0.0,8.770343650927617e-06,
9632,dataset_0/bitmap/bitmap(172).jpeg,bitmap,#c8c4c3,#14110f,#58524e,,,412,complementary_sharp,#3580B2,88,82,78,53,128,178,0.5,0.588610827,0.352941176,40.49696468,1.787023232,0.0,0.023039195053796636,#3580B2
9633,dataset_0/bitmap/bitmap(172).jpeg,bitmap,#c8c4c3,#14110f,#58524e,,,412,triadic1_soft,#6F7E75,88,82,78,111,126,117,0.333333333,0.005411255,0.149019608,18.42927435,1.799907527,0.0,1.1187082272447584e-05,
9634,dataset_0/bitmap/bitmap(172).jpeg,bitmap,#c8c4c3,#14110f,#58524e,,,412,triadic1_sharp,#35B267,88,82,78,53,178,103,0.333333333,0.588610827,0.352941176,65.37994618,2.824214921,1.0,0.9999834615665686,#35B267
9635,dataset_0/bitmap/bitmap(172).jpeg,bitmap,#c8c4c3,#14110f,#58524e,,,412,triadic2_soft,#756F7E,88,82,78,117,111,126,0.333333333,0.005411255,0.149019608,16.85788005,1.585517723,0.0,4.963573438065683e-06,
9636,dataset_0/bitmap/bitmap(172).jpeg,bitmap,#c8c4c3,#14110f,#58524e,,,412,triadic2_sharp,#6735B2,88,82,78,103,53,178,0.333333333,0.588610827,0.352941176,77.35311194,1.001116147,0.0,2.967998343957589e-05,#6735B2
9637,dataset_0/bitmap/bitmap(173).jpeg,bitmap,#c8c8c8,#8d5c57,,,,413,complementary_soft,#EEEEEE,200,200,200,238,238,238,0.0,0.0,0.149019608,13.49375144,1.442034439,0.0,1.4141517279823356e-05,
9638,dataset_0/bitmap/bitmap(173).jpeg,bitmap,#c8c8c8,#8d5c57,,,,413,complementary_sharp,#3CC8C8,200,200,200,60,200,200,0.5,0.7,0.0,38.16463752,1.220039777,0.0,7.79703036424142e-05,#3CC8C8
9639,dataset_0/bitmap/bitmap(173).jpeg,bitmap,#c8c8c8,#8d5c57,,,,413,triadic1_soft,#EEEEEE,200,200,200,238,238,238,0.0,0.0,0.149019608,13.49375144,1.442034439,0.0,1.4141517279823356e-05,
9640,dataset_0/bitmap/bitmap(173).jpeg,bitmap,#c8c8c8,#8d5c57,,,,413,triadic1_sharp,#3CC83C,200,200,200,60,200,60,0.333333333,0.7,0.0,85.29811562,1.318572172,0.0,4.2830602634499264e-05,#3CC83C
9641,dataset_0/bitmap/bitmap(173).jpeg,bitmap,#c8c8c8,#8d5c57,,,,413,triadic2_soft,#EEEEEE,200,200,200,238,238,238,0.0,0.0,0.149019608,13.49375144,1.442034439,0.0,1.4141517279823356e-05,
9642,dataset_0/bitmap/bitmap(173).jpeg,bitmap,#c8c8c8,#8d5c57,,,,413,triadic2_sharp,#3C3CC8,200,200,200,60,60,200,0.333333333,0.7,0.0,96.65362806,4.696577137,1.0,0.9999974149398879,#3C3CC8
9643,dataset_0/bitmap/bitmap(173).jpeg,bitmap,#c8c8c8,#8d5c57,,,,413,complementary_soft,#6EACB3,141,92,87,110,172,179,0.498523886,0.002496137,0.149019608,48.49393834,2.161243439,1.0,0.994267045617609,#6EACB3
9644,dataset_0/bitmap/bitmap(173).jpeg,bitmap,#c8c8c8,#8d5c57,,,,413,complementary_sharp,#35A6B2,141,92,87,53,166,178,0.499432099,0.319268468,0.145098039,56.63607281,1.90704659,1.0,0.9915707297502401,#35A6B2
9645,dataset_0/bitmap/bitmap(173).jpeg,bitmap,#c8c8c8,#8d5c57,,,,413,triadic1_soft,#6EB374,141,92,87,110,179,116,0.332393988,0.002496137,0.149019608,60.80629917,2.200255657,1.0,0.9976968146590439,#6EB374
9646,dataset_0/bitmap/bitmap(173).jpeg,bitmap,#c8c8c8,#8d5c57,,,,413,triadic1_sharp,#35B241,141,92,87,53,178,65,0.333901235,0.319268468,0.145098039,86.21718417,1.998372149,1.0,0.9759092005033981,
9647,dataset_0/bitmap/bitmap(173).jpeg,bitmap,#c8c8c8,#8d5c57,,,,413,triadic2_soft,#746EB3,141,92,87,116,110,179,0.334272678,0.002496137,0.149019608,47.30428611,1.216489176,0.0,0.00021626821083666083,
9648,dataset_0/bitmap/bitmap(173).jpeg,bitmap,#c8c8c8,#8d5c57,,,,413,triadic2_sharp,#4135B2,141,92,87,65,53,178,0.332765432,0.319268468,0.145098039,80.11443951,1.599169562,0.0,0.0037397385376894167,
9649,dataset_0/bitmap/bitmap(174).jpeg,bitmap,#bbbab8,#f6ca41,,,,414,complementary_soft,#DDDEE1,187,186,184,221,222,225,0.486111111,0.001734997,0.149019608,13.21643717,1.441562471,0.0,0.00015948212458256306,#DDDEE1
9650,dataset_0/bitmap/bitmap(174).jpeg,bitmap,#bbbab8,#f6ca41,,,,414,complementary_sharp,#3863BB,187,186,184,56,99,187,0.499151824,0.684491979,0.0,62.97238438,2.950220361,1.0,0.9999971801859553,#3863BB
9651,dataset_0/bitmap/bitmap(174).jpeg,bitmap,#bbbab8,#f6ca41,,,,414,triadic1_soft,#DDE1E0,187,186,184,221,225,224,0.347222222,0.001734997,0.149019608,13.79509491,1.47025394,0.0,0.00014255301897528525,
9652,dataset_0/bitmap/bitmap(174).jpeg,bitmap,#bbbab8,#f6ca41,,,,414,triadic1_sharp,#38BB8F,187,186,184,56,187,143,0.332909245,0.684491979,0.0,47.57931079,1.248560684,0.0,3.445874966384392e-05,
9653,dataset_0/bitmap/bitmap(174).jpeg,bitmap,#bbbab8,#f6ca41,,,,414,triadic2_soft,#E0DDE1,187,186,184,224,221,225,0.319444444,0.001734997,0.149019608,13.30727627,1.440555737,0.0,0.00010374711591357005,
9654,dataset_0/bitmap/bitmap(174).jpeg,bitmap,#bbbab8,#f6ca41,,,,414,triadic2_sharp,#8F38BB,187,186,184,143,56,187,0.333757422,0.684491979,0.0,85.88565499,3.137679194,1.0,0.9999969878639139,#8F38BB
9655,dataset_0/bitmap/bitmap(174).jpeg,bitmap,#bbbab8,#f6ca41,,,,414,complementary_soft,#99B1FF,246,202,65,153,177,255,0.498700032,0.335772358,0.035294118,112.1612625,1.332674345,1.0,0.5957173554543062,#99B1FF
9656,dataset_0/bitmap/bitmap(174).jpeg,bitmap,#bbbab8,#f6ca41,,,,414,complementary_sharp,#406DF6,246,202,65,64,109,246,0.499306863,0.004065041,0.0,149.7045234,2.838363821,1.0,0.9999993915001478,#406DF6
9657,dataset_0/bitmap/bitmap(174).jpeg,bitmap,#bbbab8,#f6ca41,,,,414,triadic1_soft,#99FFE6,246,202,65,153,255,230,0.332999314,0.335772358,0.035294118,78.07130232,1.324179956,0.0,0.1537181968819617,
9658,dataset_0/bitmap/bitmap(174).jpeg,bitmap,#bbbab8,#f6ca41,,,,414,triadic1_sharp,#40F6CA,246,202,65,64,246,202,0.333555947,0.004065041,0.0,84.27220641,1.134645157,0.0,8.901239352248353e-05,
9659,dataset_0/bitmap/bitmap(174).jpeg,bitmap,#bbbab8,#f6ca41,,,,414,triadic2_soft,#E699FF,246,202,65,230,153,255,0.333667353,0.335772358,0.035294118,118.091064,1.29695991,0.0,0.026300328795884714,
9660,dataset_0/bitmap/bitmap(174).jpeg,bitmap,#bbbab8,#f6ca41,,,,414,triadic2_sharp,#CA40F6,246,202,65,202,64,246,0.33311072,0.004065041,0.0,157.1664198,2.411132318,1.0,0.9999982515065097,#CA40F6
9661,dataset_0/bitmap/bitmap(175).jpeg,bitmap,#cbd3b5,#131412,#457134,,,415,complementary_soft,#DFD5F9,203,211,181,223,213,249,0.498148148,0.002398218,0.149019608,35.48811563,1.110834868,0.0,2.075738738322585e-06,
9662,dataset_0/bitmap/bitmap(175).jpeg,bitmap,#cbd3b5,#131412,#457134,,,415,complementary_sharp,#663FD3,203,211,181,102,63,211,0.499474474,0.559241706,0.0,112.3805103,4.204531342,1.0,0.9999993295664066,#663FD3
9663,dataset_0/bitmap/bitmap(175).jpeg,bitmap,#cbd3b5,#131412,#457134,,,415,triadic1_soft,#D5EFF9,203,211,181,213,239,249,0.335185185,0.002398218,0.149019608,23.74361194,1.297206244,0.0,9.709476276017222e-05,
9664,dataset_0/bitmap/bitmap(175).jpeg,bitmap,#cbd3b5,#131412,#457134,,,415,triadic1_sharp,#3FABD3,203,211,181,63,171,211,0.333933934,0.559241706,0.0,47.62944312,1.695374178,1.0,0.9973211117201335,#3FABD3
9665,dataset_0/bitmap/bitmap(175).jpeg,bitmap,#cbd3b5,#131412,#457134,,,415,triadic2_soft,#F9D5EF,203,211,181,249,213,239,0.331481481,0.002398218,0.149019608,33.62403219,1.167683925,0.0,4.3568848831329526e-05,
9666,dataset_0/bitmap/bitmap(175).jpeg,bitmap,#cbd3b5,#131412,#457134,,,415,triadic2_sharp,#D33FAB,203,211,181,211,63,171,0.332732733,0.559241706,0.0,91.08919761,2.668117851,1.0,0.9999964696497357,#D33FAB
9667,dataset_0/bitmap/bitmap(175).jpeg,bitmap,#cbd3b5,#131412,#457134,,,415,complementary_soft,#37343A,19,20,18,55,52,58,0.5,0.003448276,0.149019608,16.99512358,1.50880772,0.0,3.6922070996558606e-07,
9668,dataset_0/bitmap/bitmap(175).jpeg,bitmap,#cbd3b5,#131412,#457134,,,415,complementary_sharp,#7435B2,19,20,18,116,53,178,0.499333333,0.602247191,0.619607843,82.76687925,2.547072115,1.0,0.9982209051720149,#7435B2
9669,dataset_0/bitmap/bitmap(175).jpeg,bitmap,#cbd3b5,#131412,#457134,,,415,triadic1_soft,#34373A,19,20,18,52,55,58,0.333333333,0.003448276,0.149019608,17.05973242,1.542989044,0.0,2.6940799491813364e-07,
9670,dataset_0/bitmap/bitmap(175).jpeg,bitmap,#cbd3b5,#131412,#457134,,,415,triadic1_sharp,#3574B2,19,20,18,53,116,178,0.332666667,0.602247191,0.619607843,57.4574049,3.776907722,1.0,0.999233052645233,#3574B2
9671,dataset_0/bitmap/bitmap(175).jpeg,bitmap,#cbd3b5,#131412,#457134,,,415,triadic2_soft,#3A3437,19,20,18,58,52,55,0.333333333,0.003448276,0.149019608,16.88625422,1.518955283,0.0,3.0510776213942225e-07,
9672,dataset_0/bitmap/bitmap(175).jpeg,bitmap,#cbd3b5,#131412,#457134,,,415,triadic2_sharp,#B23574,19,20,18,178,53,116,0.334,0.602247191,0.619607843,68.00457496,3.215549213,1.0,0.9999821387501397,#B23574
9673,dataset_0/bitmap/bitmap(175).jpeg,bitmap,#cbd3b5,#131412,#457134,,,415,complementary_soft,#865A97,69,113,52,134,90,151,0.5,0.135849499,0.149019608,79.42146679,1.070490746,0.0,1.806466748560663e-06,
9674,dataset_0/bitmap/bitmap(175).jpeg,bitmap,#cbd3b5,#131412,#457134,,,415,complementary_sharp,#8F35B2,69,113,52,143,53,178,0.499781421,0.162424182,0.254901961,115.1733793,1.103805902,0.0,7.388055156137124e-06,
9675,dataset_0/bitmap/bitmap(175).jpeg,bitmap,#cbd3b5,#131412,#457134,,,415,triadic1_soft,#5A6B97,69,113,52,90,107,151,0.333333333,0.135849499,0.149019608,64.1049675,1.087321041,0.0,1.661142421619552e-05,
9676,dataset_0/bitmap/bitmap(175).jpeg,bitmap,#cbd3b5,#131412,#457134,,,415,triadic1_sharp,#3558B2,69,113,52,53,88,178,0.333114754,0.162424182,0.254901961,92.86735406,1.148753075,0.0,9.014736173749402e-05,#3558B2
9677,dataset_0/bitmap/bitmap(175).jpeg,bitmap,#cbd3b5,#131412,#457134,,,415,triadic2_soft,#975A6B,69,113,52,151,90,107,0.333333333,0.135849499,0.149019608,61.67481015,1.088945191,0.0,6.945799634449586e-05,#975A6B
9678,dataset_0/bitmap/bitmap(175).jpeg,bitmap,#cbd3b5,#131412,#457134,,,415,triadic2_sharp,#B23558,69,113,52,178,53,88,0.333551913,0.162424182,0.254901961,82.88512865,1.034298989,0.0,0.00019957305264509668,#B23558
9679,dataset_0/bitmap/bitmap(176).jpeg,bitmap,#fdf4f7,#fbacc0,,,,416,complementary_soft,#F5FFFB,253,244,247,245,255,251,0.488888889,0.003642564,0.007843137,7.913799985,1.057534753,0.0,5.130740389006804e-07,
9680,dataset_0/bitmap/bitmap(176).jpeg,bitmap,#fdf4f7,#fbacc0,,,,416,complementary_sharp,#4BFDC1,253,244,247,75,253,193,0.49937578,0.66798419,0.0,64.33018954,1.207238631,0.0,4.02445548274513e-05,#4BFDC1
9681,dataset_0/bitmap/bitmap(176).jpeg,bitmap,#fdf4f7,#fbacc0,,,,416,triadic1_soft,#F8FFF5,253,244,247,248,255,245,0.338888889,0.003642564,0.007843137,9.0255678,1.059297547,0.0,7.994283250780485e-07,
9682,dataset_0/bitmap/bitmap(176).jpeg,bitmap,#fdf4f7,#fbacc0,,,,416,triadic1_sharp,#86FD4B,253,244,247,134,253,75,0.333645443,0.66798419,0.0,97.58182053,1.203800026,0.0,8.796297321850844e-06,#86FD4B
9683,dataset_0/bitmap/bitmap(176).jpeg,bitmap,#fdf4f7,#fbacc0,,,,416,triadic2_soft,#F5F8FF,253,244,247,245,248,255,0.327777778,0.003642564,0.007843137,4.686530837,1.015086076,0.0,6.192393589010406e-07,
9684,dataset_0/bitmap/bitmap(176).jpeg,bitmap,#fdf4f7,#fbacc0,,,,416,triadic2_sharp,#4B86FD,253,244,247,75,134,253,0.333021223,0.66798419,0.0,77.25071487,3.175786108,1.0,0.9999998252259475,#4B86FD
9685,dataset_0/bitmap/bitmap(176).jpeg,bitmap,#fdf4f7,#fbacc0,,,,416,complementary_soft,#AEFFEA,251,172,192,174,255,234,0.498984216,0.002906023,0.015686275,62.75867932,1.554898135,1.0,0.9877237021707408,#AEFFEA
9686,dataset_0/bitmap/bitmap(176).jpeg,bitmap,#fdf4f7,#fbacc0,,,,416,complementary_sharp,#4BFBCE,251,172,192,75,251,206,0.499580456,0.386454183,0.0,87.16342459,1.359170035,0.0,0.38392690887921305,
9687,dataset_0/bitmap/bitmap(176).jpeg,bitmap,#fdf4f7,#fbacc0,,,,416,triadic1_soft,#C3FFAE,251,172,192,195,255,174,0.33231755,0.002906023,0.015686275,73.77789073,1.550119336,1.0,0.9990804276834283,#C3FFAE
9688,dataset_0/bitmap/bitmap(176).jpeg,bitmap,#fdf4f7,#fbacc0,,,,416,triadic1_sharp,#77FB4B,251,172,192,119,251,75,0.333860759,0.386454183,0.0,119.5229729,1.333291975,1.0,0.735440671703544,
9689,dataset_0/bitmap/bitmap(176).jpeg,bitmap,#fdf4f7,#fbacc0,,,,416,triadic2_soft,#AEC3FF,251,172,192,174,195,255,0.334349117,0.002906023,0.015686275,41.88181219,1.024291642,0.0,4.555077190699832e-06,
9690,dataset_0/bitmap/bitmap(176).jpeg,bitmap,#fdf4f7,#fbacc0,,,,416,triadic2_sharp,#4B77FB,251,172,192,75,119,251,0.332805907,0.386454183,0.0,76.16697369,2.206755181,1.0,0.999950476128986,#4B77FB
9691,dataset_0/bitmap/bitmap(177).jpeg,bitmap,#8a857b,,,,,417,complementary_soft,#9DA3B0,138,133,123,157,163,176,0.497076023,0.000741107,0.149019608,17.55068707,1.450521017,0.0,2.1011258369707877e-05,
9692,dataset_0/bitmap/bitmap(177).jpeg,bitmap,#8a857b,,,,,417,complementary_sharp,#355FB2,138,133,123,53,95,178,0.499555556,0.593551539,0.156862745,58.04606682,1.667577977,0.0,0.0011908225138589675,#355FB2
9693,dataset_0/bitmap/bitmap(177).jpeg,bitmap,#8a857b,,,,,417,triadic1_soft,#9DB0A9,138,133,123,157,176,169,0.32748538,0.000741107,0.149019608,17.24700173,1.610832928,0.0,1.625083868116608e-05,
9694,dataset_0/bitmap/bitmap(177).jpeg,bitmap,#8a857b,,,,,417,triadic1_sharp,#35B288,138,133,123,53,178,136,0.332888889,0.593551539,0.156862745,45.44954389,1.376353045,0.0,8.859712130173358e-05,#35B288
9695,dataset_0/bitmap/bitmap(177).jpeg,bitmap,#8a857b,,,,,417,triadic2_soft,#A99DB0,138,133,123,169,157,176,0.339181287,0.000741107,0.149019608,19.50033926,1.422084391,0.0,1.9110701550589955e-05,
9696,dataset_0/bitmap/bitmap(177).jpeg,bitmap,#8a857b,,,,,417,triadic2_sharp,#8835B2,138,133,123,136,53,178,0.333777778,0.593551539,0.156862745,81.08768976,1.788605901,0.0,0.005292700793317383,#8835B2
9697,dataset_0/bitmap/bitmap(178).jpeg,bitmap,#272d38,#bae3f9,#7789a1,,,418,complementary_soft,#5E5441,39,45,56,94,84,65,0.498647735,0.00493921,0.149019608,27.19012079,1.857080635,0.0,2.0664808319048028e-06,
9698,dataset_0/bitmap/bitmap(178).jpeg,bitmap,#272d38,#bae3f9,#7789a1,,,418,complementary_sharp,#B28635,39,45,56,178,134,53,0.499843137,0.398675762,0.478431373,69.8222016,4.184060821,1.0,0.9999964336307189,#B28635
9699,dataset_0/bitmap/bitmap(178).jpeg,bitmap,#272d38,#bae3f9,#7789a1,,,418,triadic1_soft,#5E414B,39,45,56,94,65,75,0.334685598,0.00493921,0.149019608,20.00311993,1.536587306,0.0,1.8427124528493938e-07,
9700,dataset_0/bitmap/bitmap(178).jpeg,bitmap,#272d38,#bae3f9,#7789a1,,,418,triadic1_sharp,#B23561,39,45,56,178,53,97,0.333490196,0.398675762,0.478431373,59.4316626,2.353847746,1.0,0.9987556752845923,#B23561
9701,dataset_0/bitmap/bitmap(178).jpeg,bitmap,#272d38,#bae3f9,#7789a1,,,418,triadic2_soft,#4B5E41,39,45,56,75,94,65,0.331981068,0.00493921,0.149019608,32.51036372,1.959921021,0.0,8.870877061835039e-06,
9702,dataset_0/bitmap/bitmap(178).jpeg,bitmap,#272d38,#bae3f9,#7789a1,,,418,triadic2_sharp,#61B235,39,45,56,97,178,53,0.333176471,0.398675762,0.478431373,90.61633177,5.220061212,1.0,0.9999911161356849,#61B235
9703,dataset_0/bitmap/bitmap(178).jpeg,bitmap,#272d38,#bae3f9,#7789a1,,,418,complementary_soft,#FFD5BE,186,227,249,255,213,190,0.499226699,0.001889913,0.023529412,37.57564286,1.004524643,0.0,1.0804074432676814e-05,
9704,dataset_0/bitmap/bitmap(178).jpeg,bitmap,#272d38,#bae3f9,#7789a1,,,418,complementary_sharp,#F9874A,186,227,249,249,135,74,0.49989418,0.449799197,0.0,83.71101639,1.797324504,1.0,0.9998562123327321,#F9874A
9705,dataset_0/bitmap/bitmap(178).jpeg,bitmap,#272d38,#bae3f9,#7789a1,,,418,triadic1_soft,#FFBEE8,186,227,249,255,190,232,0.334106634,0.001889913,0.023529412,38.59364714,1.120495508,0.0,0.001803688255358513,
9706,dataset_0/bitmap/bitmap(178).jpeg,bitmap,#272d38,#bae3f9,#7789a1,,,418,triadic1_sharp,#F94ABC,186,227,249,249,74,188,0.333227513,0.449799197,0.0,88.77188209,2.293469016,1.0,0.9999982095056108,#F94ABC
9707,dataset_0/bitmap/bitmap(178).jpeg,bitmap,#272d38,#bae3f9,#7789a1,,,418,triadic2_soft,#E8FFBE,186,227,249,232,255,190,0.332560033,0.001889913,0.023529412,45.6592954,1.261299058,0.0,0.0026934253909443604,#E8FFBE
9708,dataset_0/bitmap/bitmap(178).jpeg,bitmap,#272d38,#bae3f9,#7789a1,,,418,triadic2_sharp,#BCF94A,186,227,249,188,249,74,0.333439153,0.449799197,0.0,95.23691197,1.087031749,0.0,1.2491206107898955e-05,
9709,dataset_0/bitmap/bitmap(178).jpeg,bitmap,#272d38,#bae3f9,#7789a1,,,418,complementary_soft,#C7B093,119,137,161,199,176,147,0.497710623,0.000436967,0.149019608,37.04659712,1.711650618,1.0,0.8823791294496405,#C7B093
9710,dataset_0/bitmap/bitmap(178).jpeg,bitmap,#272d38,#bae3f9,#7789a1,,,418,complementary_sharp,#B27C35,119,137,161,178,124,53,0.499428571,0.441377626,0.066666667,62.48867261,1.008550744,0.0,2.588820504582922e-06,
9711,dataset_0/bitmap/bitmap(178).jpeg,bitmap,#272d38,#bae3f9,#7789a1,,,418,triadic1_soft,#C793A9,119,137,161,199,147,169,0.334249084,0.000436967,0.149019608,28.10171479,1.390916513,0.0,0.000762382806315719,
9712,dataset_0/bitmap/bitmap(178).jpeg,bitmap,#272d38,#bae3f9,#7789a1,,,418,triadic1_sharp,#B2356B,119,137,161,178,53,107,0.332761905,0.441377626,0.066666667,58.42612619,1.626012435,0.0,0.09082647223069829,#B2356B
9713,dataset_0/bitmap/bitmap(178).jpeg,bitmap,#272d38,#bae3f9,#7789a1,,,418,triadic2_soft,#A9C793,119,137,161,169,199,147,0.332417582,0.000436967,0.149019608,46.73574796,1.918857625,1.0,0.9998003232526744,#A9C793
9714,dataset_0/bitmap/bitmap(178).jpeg,bitmap,#272d38,#bae3f9,#7789a1,,,418,triadic2_sharp,#6BB235,119,137,161,107,178,53,0.333904762,0.441377626,0.066666667,81.59216014,1.368780715,0.0,0.0004939484567131825,
9715,dataset_0/bitmap/bitmap(179).jpeg,bitmap,#dcdddc,#1b1c1a,,,,419,complementary_soft,#FFFDFF,220,221,220,255,253,255,0.5,0.00331825,0.133333333,11.6447517,1.345475202,0.0,0.00010057088775749151,
9716,dataset_0/bitmap/bitmap(179).jpeg,bitmap,#dcdddc,#1b1c1a,,,,419,complementary_sharp,#DD42DD,220,221,220,221,66,221,0.5,0.696832579,0.0,96.16173151,2.614390132,1.0,0.9999997781145503,#DD42DD
9717,dataset_0/bitmap/bitmap(179).jpeg,bitmap,#dcdddc,#1b1c1a,,,,419,triadic1_soft,#FDFDFF,220,221,220,253,253,255,0.333333333,0.00331825,0.133333333,11.45520956,1.340580603,0.0,4.892850602956893e-05,
